\Pi_{1}=\frac{\lambda_{TAS}*W_{TAS}}{c_{TAS}},\Pi_{2}=\frac{\mu_{TAS}}{\lambda_{TAS}},\Pi_{3}=\frac{\chi_{TAS}}{\lambda_{TAS}},\Pi_{4}=\frac{K_{TAS}}{c_{TAS}},\Pi_{5}=\frac{L_{TAS}}{c_{TAS}},O=\Pi_{Occ}=\frac{L}{K},\eta=\Pi_{Eff}=\frac{K*\chi}{c*\mu},S=\Pi_{Stall}=\ln\left(\frac{\lambda*W}{K}\right),\Pi_{Stall},\Pi_{Occ},\Pi_{Eff}
92147.69973111285,0.3442034406347895,1.0,13.0,0.5248585517796592,0.04037373475228148,37.768361571357445,7088.284594700989,7088.284594700989,0.04037373475228148,37.768361571357445
19949.144839747743,0.11357880110166271,1.0,13.0,0.12813186467345664,0.009856297282573588,114.45797872407451,1534.5496030575189,1534.5496030575189,0.009856297282573588,114.45797872407451
1123583.2224468493,0.6050992369985178,1.0,4.5,0.33298614894854756,0.07399692198856613,7.436796685319607,249685.16054374428,249685.16054374428,0.07399692198856613,7.436796685319607
11057.3808704648,1.0106846846907072,1.0,8.0,3.659268066896687,0.45740850836208585,7.91542616721078,1382.1726088081,1382.1726088081,0.45740850836208585,7.91542616721078
91529.06003783346,2.205872923421095,1.0,7.5,3.361138410214804,0.44815178802864053,3.400014534095748,12203.874671711128,12203.874671711128,0.44815178802864053,3.400014534095748
804055.1485084568,0.3044922261588091,1.0,6.0,0.15585874377680184,0.02597645729613364,19.70493656173237,134009.1914180761,134009.1914180761,0.02597645729613364,19.70493656173237
144066.65463096937,0.26096817458585975,1.0,6.5,0.1327442029687232,0.02042218507211126,24.90725166129968,22164.100712456828,22164.100712456828,0.02042218507211126,24.90725166129968
81894.78888787258,1.3705765376365868,1.0,8.0,1.2760768959936248,0.1595096119992031,5.83695968836235,10236.848610984072,10236.848610984072,0.1595096119992031,5.83695968836235
125670.07376945888,2.1296591419574025,1.0,5.5,2.5870119363459763,0.47036580660835936,2.582572906453408,22849.104321719795,22849.104321719795,0.47036580660835936,2.582572906453408
16776.869152946285,3.132451651295816,1.0,14.0,6.051882058001761,0.4322772898572686,4.469342725276718,1198.3477966390203,1198.3477966390203,0.4322772898572686,4.469342725276718
910195.690163603,0.16106083776847632,1.0,7.5,0.08105607958629485,0.010807477278172646,46.56625473897752,121359.42535514708,121359.42535514708,0.010807477278172646,46.56625473897752
198838.99889098923,0.6351195658419542,1.0,14.0,1.7240507149508255,0.12314647963934468,22.04309354167152,14202.785635070659,14202.785635070659,0.12314647963934468,22.04309354167152
95216.9732148324,0.026693217309016345,1.0,6.5,0.013348986535678179,0.0020536902362581814,243.5075519279743,14648.765109974216,14648.765109974216,0.0020536902362581814,243.5075519279743
89773.47358620793,0.907218428188124,1.0,12.0,4.672069010158791,0.3893390841798992,13.227244539075476,7481.12279885066,7481.12279885066,0.3893390841798992,13.227244539075476
72562.1633980899,3.037839891785151,1.0,6.0,2.7867531800756042,0.464458863345934,1.9750876325724231,12093.69389968165,12093.69389968165,0.464458863345934,1.9750876325724231
48830.10197736284,1.388299468383567,1.0,13.0,5.673596975938023,0.43643053661061715,9.363973909128005,3756.1616905663727,3756.1616905663727,0.43643053661061715,9.363973909128005
384860.10440535727,0.4898896734913958,1.0,10.0,0.9560683987389086,0.09560683987389086,20.412759323402305,38486.01044053573,38486.01044053573,0.09560683987389086,20.412759323402305
801648.0536065932,0.2558759849760285,1.0,6.0,0.1300669451165732,0.021677824186095533,23.448859417432647,133608.00893443218,133608.00893443218,0.021677824186095533,23.448859417432647
