avg_mu,avg_rho,L_net,Lq_net,W_net,Wq_net,total_throughput,nodes
581.6194776401255,0.28252069352059117,6.238577342109425,2.5658106070382694,0.0030933640423709647,0.0012722164872230584,2016.7314814814813,13
