\Pi_{1}=\frac{\lambda_{TAS}*W_{TAS}}{c_{TAS}},\Pi_{2}=\frac{\mu_{TAS}}{\lambda_{TAS}},\Pi_{3}=\frac{\chi_{TAS}}{\lambda_{TAS}},\Pi_{4}=\frac{K_{TAS}}{c_{TAS}},\Pi_{5}=\frac{L_{TAS}}{c_{TAS}},O=\Pi_{Occ}=\frac{L}{K},\eta=\Pi_{Eff}=\frac{\chi}{\mu},S=\Pi_{Stall}=\ln\left(\frac{\lambda*W}{K}\right),\Pi_{Occ},\Pi_{Eff},\Pi_{Stall}
287924.64488706994,0.14814452522753116,1.0,3.0,0.17198047423086688,0.0557438594206235,0.13814718302884976,11.471841786526465,0.0557438594206235,0.13814718302884976,11.471841786526465
350831.6188585841,0.18728974519896352,1.0,3.0,0.22552304780231802,0.07248283379406152,0.17167318457571876,11.669449380335172,0.07248283379406152,0.17167318457571876,11.669449380335172
717658.9398321942,0.5479276913231496,1.0,2.0,0.29038426478175283,0.1355724241438931,0.436917063044984,12.790602540456947,0.1355724241438931,0.436917063044984,12.790602540456947
88469.72604320136,0.07331751923825591,1.0,6.0,0.07911819516151566,0.01310018254107773,0.07075433715071214,9.598656224705659,0.01310018254107773,0.07075433715071214,9.598656224705659
356117.33182312513,0.16510452330025507,1.0,1.5,0.08295035852068976,0.05382531318383583,0.1528108025641383,12.377550431202238,0.05382531318383583,0.1528108025641383,12.377550431202238
535540.7352232386,1.067372099002386,1.0,4.5,0.7344019705743919,0.15117520426319248,0.7262782833672579,11.686954838720114,0.15117520426319248,0.7262782833672579,11.686954838720114
389872.1740572938,0.23869527768549684,1.0,9.0,0.31352847268427825,0.03424344029119678,0.2140586302558208,10.676349628240578,0.03424344029119678,0.2140586302558208,10.676349628240578
388188.29946499056,0.16478398656674526,1.0,8.0,0.19729424545426427,0.024362588071717248,0.15253565056937576,10.789804267121852,0.024362588071717248,0.15253565056937576,10.789804267121852
158408.84736098908,4.43969115725293,1.0,2.0,1.066642232268625,0.4274360470567052,1.6937222866924286,11.279787430807033,0.4274360470567052,1.6937222866924286,11.279787430807033
59452.006446691885,0.07618087844826082,1.0,6.0,0.038145784239085594,0.006337506223397818,0.07341855025900848,9.201165182576887,0.006337506223397818,0.07341855025900848,9.201165182576887
25729.847589548874,1.0485547214392177,1.0,6.0,0.7211304695661813,0.11349689579665008,0.7171345305790361,8.363647512810171,0.11349689579665008,0.7171345305790361,8.363647512810171
75586.57232779739,0.40353229931212514,1.0,5.0,0.650517131691548,0.12230915626885916,0.33899212995871875,9.623596019312638,0.12230915626885916,0.33899212995871875,9.623596019312638
