delta_avg_mu,delta_avg_rho,delta_L_net,delta_Lq_net,delta_W_net,delta_Wq_net,delta_throughput,delta_nodes
-0.11058823529411758,-0.04462214548580545,-0.10110885908613557,-0.17093893324504958,-0.09580326393262927,-0.16578087860149776,-0.005918888549645702,0.0
