avg_mu,avg_rho,L_net,Lq_net,W_net,Wq_net,total_throughput,nodes
581.5384615384615,0.2840139390264232,6.280817729638738,2.594000718888338,0.0031072871611627475,0.0012852797855855656,2026.435928215647,13
