avg_mu,avg_rho,L_net,Lq_net,W_net,Wq_net,total_throughput,nodes
581.0263875918758,0.28607629823971387,6.390012028683792,2.6709886663106404,0.003144990390891668,0.0013145866733937886,2031.8000000000002,13
