\Pi_{1}=\frac{\lambda_{TAS}*W_{TAS}}{c_{TAS}},\Pi_{2}=\frac{\mu_{TAS}}{\lambda_{TAS}},\Pi_{3}=\frac{\chi_{TAS}}{\lambda_{TAS}},\Pi_{4}=\frac{K_{TAS}}{c_{TAS}},\Pi_{5}=\frac{L_{TAS}}{c_{TAS}},O=\Pi_{Occ}=\frac{L}{K},\eta=\Pi_{Eff}=\frac{\chi}{\mu},S=\Pi_{Stall}=\ln(\frac{\lambda*W}{K}),\Pi_{Occ},\Pi_{Eff},\Pi_{Stall}
88048.90056011004,0.5230957947297583,1.0,7.0,0.00100490584438763,0.00014355797776966143,0.5230957947297583,9.43981697636716,0.00014355797776966143,0.5230957947297583,9.43981697636716
76715.1059198536,0.5682492207232955,1.0,9.0,0.011501672679655298,0.0012779636310728108,0.5682492207232955,9.050746649035316,0.0012779636310728108,0.5682492207232955,9.050746649035316
92877.63329948542,0.13433435951628334,1.0,3.5,8.29376320384909e-05,2.3696466296711684e-05,0.13433435951628334,10.186312849562142,2.3696466296711684e-05,0.13433435951628334,10.186312849562142
293077964.3376343,0.36430225200793576,1.0,8.0,0.0032849296009506493,0.00041061620011883116,0.36430225200793576,17.416507707091895,0.00041061620011883116,0.36430225200793576,17.416507707091895
241763.4632173302,2.6066084303163866,1.0,2.5,0.012761994519223744,0.005104797807689498,2.6066084303163866,11.479434711184146,0.005104797807689498,2.6066084303163866,11.479434711184146
9918049.072550971,1.3362737082253278,1.0,6.0,0.07123285672476724,0.011872142787461206,1.3362737082253278,14.318107929575703,0.011872142787461206,1.3362737082253278,14.318107929575703
128591.76774551427,0.27732053456841926,1.0,5.0,0.04000948331294692,0.008001896662589384,0.27732053456841926,10.154999043863947,0.008001896662589384,0.27732053456841926,10.154999043863947
703229.3890252475,0.8802999705465375,1.0,3.0,0.006823157259676094,0.0022743857532253643,0.8802999705465375,12.364830395102741,0.0022743857532253643,0.8802999705465375,12.364830395102741
488229.1776836871,0.3370560130015483,1.0,2.0,0.0009810847407682307,0.0004905423703841154,0.3370560130015483,12.405397116864842,0.0004905423703841154,0.3370560130015483,12.405397116864842
2317572.446664853,0.0713040164786689,1.0,3.0,0.06426563957467661,0.021421879858225537,0.0713040164786689,13.55741984241932,0.021421879858225537,0.0713040164786689,13.55741984241932
1338989.7501183313,0.6464430765688568,1.0,2.0,0.031511556083885076,0.015755778041942538,0.6464430765688568,13.414280282868344,0.015755778041942538,0.6464430765688568,13.414280282868344
65924440.41768885,0.24992192797111928,1.0,4.0,0.001406935190203095,0.00035173379755077376,0.24992192797111928,16.61772550155772,0.00035173379755077376,0.24992192797111928,16.61772550155772
19046591.575116813,0.27166145661306695,1.0,4.0,0.09243941166140036,0.02310985291535009,0.27166145661306695,15.376104572478942,0.02310985291535009,0.27166145661306695,15.376104572478942
47308565.9200333,0.07500713122094897,1.0,6.0,0.3085780660674498,0.0514296776779083,0.07500713122094897,15.880442592339943,0.0514296776779083,0.07500713122094897,15.880442592339943
343115.8217276634,0.9197003342683322,1.0,9.0,0.004943291396046387,0.0005492545995607097,0.9197003342683322,10.548624994354498,0.0005492545995607097,0.9197003342683322,10.548624994354498
133589648.8518019,0.33596034090375004,1.0,4.0,0.0041460263423797415,0.0010365065855949354,0.33596034090375004,17.323989006233564,0.0010365065855949354,0.33596034090375004,17.323989006233564
258288.85009262976,0.29483304770172675,1.0,9.0,0.2962140080787714,0.03291266756430793,0.29483304770172675,10.264644078417021,0.03291266756430793,0.29483304770172675,10.264644078417021
275637.30204144283,4.294700588462535,1.0,5.5,0.008526310136773166,0.0015502382066860303,4.294700588462535,10.822113018764576,0.0015502382066860303,4.294700588462535,10.822113018764576
