delta_avg_mu,delta_avg_rho,delta_L_net,delta_Lq_net,delta_W_net,delta_Wq_net,delta_throughput,delta_nodes
-0.11243491373316833,-0.03331101475932958,-0.08313715568388422,-0.14454652210167254,-0.08630598780650339,-0.14727963628924828,0.0037132483101016225,0.0
