avg_mu,avg_rho,L_net,Lq_net,W_net,Wq_net,total_throughput,nodes
653.8461538461538,0.4273926669136175,14.463879140869029,9.013763719695191,0.005122379718535543,0.0032265611076828698,2930.7153321899727,13
