avg_mu,avg_rho,L_net,Lq_net,W_net,Wq_net,total_throughput,nodes
653.6212118319891,0.2963641170044093,6.959218730521654,3.106488076553779,0.003422559893203296,0.0015277814762646332,2033.3511111111109,13
