delta_avg_mu,delta_avg_rho,delta_L_net,delta_Lq_net,delta_W_net,delta_Wq_net,delta_throughput,delta_nodes
-0.11058823529411758,-0.3354730649044414,-0.5657584200982635,-0.7122178038436471,-0.3933899218914012,-0.601656456304161,-0.30855245272102366,0.0
