avg_miu,avg_rho,L_net,Lq_net,W_net,Wq_net,total_throughput,nodes
581.5384615384615,0.2840139390264232,6.470404983754286,2.7782237764107864,0.0031929975646709545,0.0013709901890937735,2026.435928215647,13
