delta_avg_miu,delta_avg_rho,delta_L_net,delta_Lq_net,delta_W_net,delta_Wq_net,delta_throughput,delta_nodes
-0.11058823529411758,-0.04462214548580545,-0.10163913371356946,-0.16765499084917274,-0.09629017598399886,-0.1626991001403857,-0.005918888549645702,0.0
