avg_miu,avg_rho,L_net,Lq_net,W_net,Wq_net,total_throughput,nodes
581.2846900839737,0.284583957255828,6.511607613352929,2.8120174079613918,0.003206081678260849,0.0013845310949732112,2031.012,13
