avg_miu,avg_rho,L_net,Lq_net,W_net,Wq_net,total_throughput,nodes
654.1126919645857,0.29757812356563934,7.256378231576052,3.387862469683351,0.0035568680206407815,0.0016606197645217108,2040.076,13
