avg_mu,avg_rho,L_net,Lq_net,W_net,Wq_net,total_throughput,nodes
653.8461538461538,0.29727917355886696,6.987295172642705,3.128841556921235,0.0034365166752064326,0.0015406980643537587,2038.5015919466546,13
