delta_avg_miu,delta_avg_rho,delta_L_net,delta_Lq_net,delta_W_net,delta_Wq_net,delta_throughput,delta_nodes
-0.11005269630779183,-0.04394166378214662,-0.11292261608402578,-0.19147131421236824,-0.10690433725822793,-0.18598682404211686,-0.00673507808978309,0.0
