0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,0.0,0,2.872821026964812,0,10.56,0.2,0.2,0.6,0.2222222222222222,0.3333333333333333,0.4444444444444444,1.0,
20,0.0,0,2.786383902891248,0,12.115,0.0,0.3333333333333333,0.6666666666666666,0.375,0.5,0.125,1.0,
30,0.0,0,2.9102462129696507,0,10.775,0.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.5555555555555556,1.0,
40,0.0,0,2.2902445397980045,0,7.260000000000001,0.25,0.375,0.375,0.2,0.0,0.8,1.0,
50,0.0,0,2.8186389163791317,0,7.915000000000001,0.4,0.0,0.6,0.75,0.125,0.125,1.0,
60,0.0,0,2.346944125168375,0,11.330000000000002,0.4,0.4,0.2,0.2857142857142857,0.42857142857142855,0.2857142857142857,1.0,
70,0.0,0,2.272390887714573,0,11.23,0.0,0.5,0.5,0.2857142857142857,0.42857142857142855,0.2857142857142857,1.0,
80,0.0,0,2.6373798780099604,0,9.575000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.125,0.25,0.625,1.0,
90,0.0,0,2.2743860476854025,0,7.244999999999999,0.16666666666666666,0.3333333333333333,0.5,0.5,0.0,0.5,1.0,
100,0.0,0,2.733846712701779,0,10.030000000000001,1.0,0.0,0.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,1.0,
110,0.0,0,2.713675092742778,0,11.430000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.375,0.25,1.0,
120,0.0,0,2.68071859706979,0,12.860000000000003,0.16666666666666666,0.8333333333333334,0.0,0.25,0.25,0.5,1.0,
130,0.0,0,2.0598884800143424,0,11.7,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2,0.8,0.0,1.0,
140,0.0,0,2.3288502649913427,0,10.9,0.6,0.4,0.0,0.7142857142857143,0.2857142857142857,0.0,1.0,
150,0.0,0,2.1150356370329972,0,9.43,0.5,0.3333333333333333,0.16666666666666666,0.2,0.4,0.4,1.0,
160,0.0,0,2.392476646145224,0,6.244999999999999,0.16666666666666666,0.0,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.5,1.0,
170,0.0,0,2.3169219120944033,0,10.715,0.0,0.4,0.6,0.3333333333333333,0.5,0.16666666666666666,1.0,
180,0.0,0,2.613857947428187,0,9.030000000000001,0.3333333333333333,0.16666666666666666,0.5,0.42857142857142855,0.2857142857142857,0.2857142857142857,1.0,
190,0.0,0,2.6457079611936933,0,12.245000000000001,0.25,0.5,0.25,0.0,0.5714285714285714,0.42857142857142855,1.0,
200,0.0,0,2.9608650335314453,0,8.944999999999999,0.3333333333333333,0.0,0.6666666666666666,0.375,0.25,0.375,1.0,
210,0.0,0,2.4562103786840455,0,7.56,0.4,0.4,0.2,0.3333333333333333,0.0,0.6666666666666666,1.0,
220,0.0,0,2.568993453918665,0,11.930000000000001,0.0,0.8,0.2,0.42857142857142855,0.2857142857142857,0.2857142857142857,1.0,
230,0.0,0,3.0132392413972413,0,8.459999999999999,0.5,0.0,0.5,0.4444444444444444,0.1111111111111111,0.4444444444444444,1.0,
240,0.0,0,2.8477709967759437,0,8.675,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.5555555555555556,1.0,
250,0.0,0,2.5623903218613124,0,9.445,0.8333333333333334,0.0,0.16666666666666666,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.0,
260,0.0,0,2.4859201012543055,0,9.275,0.16666666666666666,0.5,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.0,
270,0.0,0,2.5259449052158742,0,11.715,1.0,0.0,0.0,0.375,0.5,0.125,1.0,
280,0.0,0,2.7859881249853062,0,8.645,0.25,0.25,0.5,0.5,0.125,0.375,1.0,
290,0.0,0,2.6833994025641004,0,12.03,0.3333333333333333,0.5,0.16666666666666666,0.2857142857142857,0.42857142857142855,0.2857142857142857,1.0,
300,0.0,0,2.5081037970390754,0,11.045,0.5,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.0,
310,0.0,0,2.6499948376076645,0,12.015,0.16666666666666666,0.3333333333333333,0.5,0.2857142857142857,0.5714285714285714,0.14285714285714285,1.0,
320,0.0,0,2.5450484745553696,0,8.745,0.0,0.3333333333333333,0.6666666666666666,0.5,0.125,0.375,1.0,
330,0.0,0,2.666337915429904,0,6.29,0.5,0.0,0.5,0.25,0.0,0.75,1.0,
340,0.0,0,2.408752278734755,0,11.960000000000003,0.2857142857142857,0.7142857142857143,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,
350,0.0,0,2.6221791548436157,0,14.345000000000002,0.2,0.8,0.0,0.125,0.5,0.375,1.0,
360,0.0,0,2.6882920303702122,0,10.559999999999999,0.0,0.4,0.6,0.0,0.42857142857142855,0.5714285714285714,1.0,
370,0.0,0,2.55565091031458,0,9.045,0.16666666666666666,0.3333333333333333,0.5,0.5,0.125,0.375,1.0,
380,0.0,0,2.8569803540143766,0,13.315000000000001,0.4,0.4,0.2,0.4444444444444444,0.4444444444444444,0.1111111111111111,1.0,
390,0.0,0,2.194201646767033,0,10.129999999999999,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,
400,0.0,0,2.9984031134139513,0,12.33,0.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.2222222222222222,1.0,
410,0.0,0,3.1482021464180434,0,10.145000000000001,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.25,0.375,0.375,1.0,
